year;id;square;cadrant;x;y;z;code;det_mat_col;burnt;length;group_fab;bearing;plunge;us_field;article_corpus;nature;ACC;refit;raw_material;surface_state;surface_state_class;Macro tapho;Micro tapho;Cortex;% cortex;Loca cortex;Techno;Infos_support;fragment;technique;talon;remarques talon;Nuc. sur éc.;Conception;modalité;Typo simple;Typo;Loca. ret.;Accident;_ 2cm;remarques;long;larg;ép;Courbure;obj;couche;couch correl EJF_16_ EJO inf _172_200;Decapage;No faune;Id;Lettre seule;refit;8B;Type;Type HR;species;Bonne.Species_sans_indet_;Sp_nisp.avant.remont_;SPE.OL;Bodypart;Bodypart_Pre_refit_;Bodypart_segments;BodyPR_DS__sans_indet_;BodyPR_DS;Bodypart__4_seg;Portion;Segment;NDE;BUR;Landmark;diam antero_post;circ. SUR cercle pierr;circ. au_dessus pierrure;Type bois;Side;AGE;haut metaconide;haut protoBUC;Wear;Int_surf;Length;Width;Sh_circ;Sh_length;Surf_State;OverallSS;SURF OBSERV;Traces;Gnaw;Extent;FracType;Frac_shA;Frac_shB;EdgeS;Dist;Ret:#Zo;Ret:Comp;PN_type;GouttiereRUL;Sill_MC;MTARSE;glued;Region;Comments;DESSIN _APRES LIGNE358_EJOP SUP H8_IaIV_;NON ETUDIE;0;LIG2_9;BANDE.B_J;Fouille;Long bois;Long ribs;code;ZOOM
2014;1078;K4;IV;-11.457;4.957;-2.007;FAUNE;;;;NA;;;18;us18;NA;NA;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;US18;9.EJOP;NO. 1078;1078;1078;;;;TTH;;BB;;;;TTH;;;;;;LM3;CO;;;;;;;;L;A;;;1;;58;48;;;;;;CUT;;;;;;;;;;;;;;;;CUT COTÉ LINGUAL;;;19368;;;nouvelle;;;DENT;
2014;1079;K4;III;-11.595;4.952;-1.991;GEOFACT;;;;NA;;;18;us18;NA;INDET;;Santonien;;0;;;;;;Naturel - Géofact;Bloc brut;;;;;;;;;;;;;;48,49;22,68;11,8;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2014;1080;K4;III;-11.565;4.944;-1.986;FAUNE;;;;NA;;;18;us18;NA;NA;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;US18;9.EJOP;NO. 1080;1080;1080;;;;OS;;UNG3/4;;;;LBN;;;;;;SH;FR;;;;;;;;;;;;;;53;;;;;;;;;;;;;;;;;;;;;;;;;;19369;;;nouvelle;;;OS;
2014;1081;K4;III;-11.568;4.953;-1.995;FAUNE;;;;NA;;;18;us18;NA;NA;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;US18;9.EJOP;NO. 1081;1081;1081;;;;OS;;UNG3/4;;;;LBN;;;;;;SH;FR;;;;;;;;;;;;;;42;;;;;;;;;;;;;;;;;;;;;;;;;;19370;;;nouvelle;;;OS;
2014;1082;K4;III;-11.526;4.939;-2.061;FAUNE;;;;NA;;;19;us19;NA;NA;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;US19;9.EJOP;NO. 1082;1082;1082;;;;OS;;MAM;;;;LBN;;;;;;SH;FR;;;;;;;;;;;;;;32;;;;;;;;;;;;;;;;;;;;;;;;;;19371;;;nouvelle;;;OS;
2014;1083;K4;IV;-11.425;4.898;-1.997;FAUNE;;;;NA;;;18;us18;NA;NA;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;US18;9.EJOP;NO. 1083;1083;1083;;;;OS;;UNG3/4;;;;LBN;;;;;;SH;FR;;;;;;;;;;;;;;36;;;;;;;;;;;;;;;;;;;;;;;;;;19372;;;nouvelle;;;OS;
2014;1084;K4;IV;-11.187;4.966;-1.973;FAUNE;;;;NA;;;18;us18;NA;NA;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;US18;9.EJOP;NO. 1084;1084;1084;;;;OS;;UNG3/4;;;;LBN;;;;;;SH;FR;;;;;;;;;;;;;;45;;;;;;;;;;;;;;;;;;;;;;;;;;19373;;;nouvelle;;;OS;
2014;1085;K4;IV;-11.222;4.929;-2.045;FAUNE;;;;3;20;28;18;us18;NA;NA;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;US18;9.EJOP;NO. 1085;1085;1085;;868;SEC;;;;;;;;;;;;;;;;;;;;;;;;;;;;64;15;3;1;;SOM;100;;;;;;;;;;;;;;;;;;;;19374;;;nouvelle;;;OS;
2014;1086;K4;III;-11.885;4.851;-2.179;FAUNE;;;;NA;;;19;us19;NA;NA;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;US19;9.EJOP;NO. 1086;1086;1086;;;;OS;;MAM;;;;NID;;;;;;FR;;;BL;;;;;;;;;;;;20;;;;;;;;;;;;;;;;;;;;;;;;;;19375;;;nouvelle;;;OS;
2014;1087;K4;III;-11.68;4.927;-2.158;SILEX;;;;NA;;;19;us19;NA;INDET;;Santonien;Frais;1;;;Rug. érodé;75100;Distal;Eclat cortical;>50%;Distal;;;;;;;;;;;;;16,92;25,12;7,9;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2014;1088;K4;III;-11.609;4.952;-2.157;SILEX;;;;NA;;;19;us19;NA;INDET;;Santonien;Frais;1;;;Rug. érodé;2550;Distal;Eclat cortical;<50%;Distal;;;;;;;;;;;;;20,8;40,84;15,64;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2014;1089;K4;III;-11.644;4.908;-2.197;SILEX;;;;NA;;;19;us19;NA;INDET;;Turonien supérieur;Frais;1;;;;0;;Eclat non cortical;;Mésial;;;;;;;;;;;;;39,21;18,04;9,62;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2015;1282;J5;Ia;-10.157;5.047;-2.024;FAUNE;;;3;NA;;;18;us18;NA;NA;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;US18;9.EJOP;NO. 1282;1282;1282;;;;OS;;MAM;;;;NID;;;;;;FR;;;;;;;;;;;;;;;32;;;;;;;;;;;;;;;;;;;;;;;;;;19526;;;nouvelle;;;OS;
2015;1283;J5;Ia;-10.181;5.038;-2.02;FAUNE;;;2,5;NA;;;18;us18;NA;NA;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;US18;9.EJOP;NO. 1283;1283;1283;;;;OS;;MAM;;;;NID;;;;;;FR;;;;;;;;;;;;;;;24;;;;;;;;;;;;;;;;;;;;;;;;;;19527;;;nouvelle;;;OS;
2015;1284;J5;Ib;-10.27;5.141;-2.015;FAUNE;;;2;NA;;;18;us18;NA;NA;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;US18;9.EJOP;NO. 1284;1284;1284;;;;OS;;UNG2;;;;LBN;;;;;;SH;FR;;;;;;;;;;;;;;18;;;;;;;;;;;;;;;;;;;;;;;;;;19528;;;nouvelle;;;OS;
2015;1285;J5;Ib;-10.353;5.09;-2.01;SILEX;;;3,1;NA;;;18;us18;NA;INDET;4;Santonien;Patiné et lustré;2;;;Rug. érodé;25;Droit;Eclat cortical;<50%;Mésial;;;;;;;;;;;;fracture volontaire;15,99;31,62;11,29;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2015;1286;J5;IId;-10.523;5.31;-2.017;SILEX;;;3,2;NA;;;18;us18;CP;CHATEL;;Turonien supérieur;Patiné et lustré;2;;;Rug. érodé;5075;Gauche;Lame;Pan cort.;Distal;;;;;Laminaire;Unipolaire;Troncature;Troncature oblique;distal gauche;;;;31,42;20,31;6,81;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2015;1287;J5;Ic;-10.481;5.398;-2.015;FAUNE;;;2,3;NA;;;18;us18;NA;NA;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;US18;9.EJOP;NO. 1287;1287;1287;;;;OS;;MAM;;;;LBN?;;;;;;FR;;;;;;;;;;;;;;;21;;;;;;;;;;;;;;;;;;;;;;;;;;19529;;;nouvelle;;;OS;
2015;1288;J5;Id;-10.113;5.497;-2.039;FAUNE;;;2;NA;;;18;us18;NA;NA;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;US18;9.EJOP;NO. 1288;1288;1288;;;;OS;;MAM;;;;NID;;;;;;FR;;;;;;;;;;;;;;;20;;;;;;;;;;;;;;;;;;;;;;;;;;19530;;;nouvelle;;;OS;
2015;1289;J5;IVa;-10.074;5.539;-2.037;SILEX;;;3,1;NA;;;18;us18;NA;INDET;;Santonien;Patiné et lustré;2;;;;0;;Eclat non cortical;;;Directe dur;Lisse;;;;;;;;;;petit débordant…;15,54;30,81;6,2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2015;1290;J5;IVa;-10.209;5.621;-2.039;SILEX;;;2;NA;;;18;us18;NA;INDET;;Santonien;Frais;1;;;Rug. érodé;2550;Droit;Eclat cortical;<50%;Mésial;;;;;;;;;;;;;17,28;12,38;6,49;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2015;1291;J5;IIIa;-10.657;5.65;-2.009;SILEX;;;3,4;NA;;;18;us18;NA;INDET;;Santonien;Patiné et lustré;2;;;Rug. érodé;2550;Gauche;Eclat allongé;;Mésial;;;;;;;;;;;;éclat ou lame ?;35,85;17,33;15,15;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2015;1292;J5;IIIc;-10.966;5.88;-2.023;SILEX;;;4,9;NA;;;18;us18;NA;INDET;;Santonien;Patiné et lustré;2;;;;0;;Eclat non cortical;;Mésial;;;;;Laminaire;Unipolaire;;;;;;sur face inf?;49,03;37,01;10,61;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2015;1293;J5;IIIb;-10.844;5.548;-2.003;GEOFACT;;;3,3;NA;;;18;us18;NA;INDET;;Santonien;;0;;;;;;Naturel - Géofact;Bloc brut;;;;;;;;;;;;;;31,96;31,19;15,09;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2015;1294;J5;IIIb;-10.936;5.535;-2.022;SILEX;;;1,5;NA;;;18;us18;NA;INDET;;Indéterminé;Frais;1;;;Rug. érodé;75100;Gauche;Eclat cortical;>50%;Distal;;;;;;;;;;;;;13,63;13,73;2,99;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2015;1295;J5;IIIb;-10.984;5.525;-2.002;FAUNE;;;2;NA;;;18;us18;NA;NA;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;US18;9.EJOP;NO. 1295;1295;1295;;;;OS;;UNG2;;;;LBN;;;;;;SH;FR;;;;;;;;;;;;;;20;;;;;;;;;;;;;;;;;;;;;;;;;;19531;;;nouvelle;;;OS;
2015;1296;J5;IId;-10.747;5.493;-1.996;FAUNE;;;3,5;NA;;;18;us18;NA;NA;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;US18;9.EJOP;NO. 1296;1296;1296;;;;OS;;MAM;;;;RIB?;;;;;;FR;;;;;;;;;;;;;;;34;;;;;;;;;;;;;;;;;;;;;;;;;;19532;;;nouvelle;;;OS;
2015;1297;J5;IIc;-10.876;5.389;-2.002;SILEX;;;1,6;NA;;;18;us18;NA;INDET;;Turonien supérieur;Patiné et lustré;2;;;;0;;Eclat non cortical;;Proximal;Directe tendre minéral;Lisse;;;Laminaire;Unipolaire;;;;;;;14,79;10,94;3,91;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2015;1298;J5;IId;-10.696;5.337;-2;FAUNE;;oui;2;NA;;;18;us18;NA;NA;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;US18;9.EJOP;NO. 1298;1298;1298;;;;OS;;UNG3/4;;;;NID;;;;;;FR;;;BL;;;;;;;;;;;;18;;;;;;;;;;;;;;;;;;;;;;;;;;19533;;;nouvelle;;;OS BRULE;
2015;1299;J5;IIc;-10.847;5.333;-1.997;FAUNE;;oui;3,5;NA;;;18;us18;NA;NA;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;US18;9.EJOP;NO. 1299;1299;1299;;;;OS;;UNG3/4;;;;NID;;;;;;FR;;;GR;;;;;;;;;;;;33;;;;;;;;;;;;;;;;;;;;;;;;;;19534;;;nouvelle;;;OS BRULE;
2015;1300;J5;IId;-10.691;5.281;-1.98;FAUNE;;;2,9;NA;;;18;us18;NA;NA;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;US18;9.EJOP;NO. 1300;1300;1300;;;;OS;;PM/OISEAU;;;;LBN;;;;;;SH;FR;;;;;;;;;;;;;;29;;;;;;;;;;;;;;;;;;;;;;;;;;19535;;;nouvelle;;;OS;
2015;1301;J5;IIb;-10.842;5.208;-1.988;FAUNE;;;2,9;NA;;;18;us18;NA;NA;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;US18;9.EJOP;NO. 1301;1301;1301;;;;OS;;UNG3/4;;;;LBN;;;;;;SH;FR;;;;;;;;;;;;;;27;;;;;;;;;;;;;;;;;;;;;;;;;;19536;;;nouvelle;;;OS;
2015;1302;J5;IIb;-10.882;5.18;-1.985;FAUNE;;;4,3;NA;;;18;us18;NA;NA;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;US18;9.EJOP;NO. 1302;1302;1302;;;;OS;;UNG3/4;;;;LBN?;;;;;;FR;;;;;;;;;;;;;;;42;;;;;;;;;;;;;;;;;;;;;;;;;;19537;;;nouvelle;;;OS;
2015;1303;J5;IIb;-10.819;5.045;-1.982;FAUNE;;;2,5;NA;;;18;us18;NA;NA;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;US18;9.EJOP;NO. 1303;1303;1303;;;;OS;;LIEVRE;;;;20.HUM;;;;;;DSH;DM;;;;;;;;R;;;;;;23;12;3;1;;POOR;100;;;;;;;;;;;;;;;;;;;;19538;;;nouvelle;;;OS;
2015;1304;J5;IIa;-10.669;5.09;-1.99;FAUNE;;;2,9;NA;;;18;us18;NA;NA;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;US18;9.EJOP;NO. 1304;1304;1304;;;;OS;;MAM;;;;NID;;;;;;FR;;;;;;;;;;;;;;;28;;;;;;;;;;;;;;;;;;;;;;;;;;19539;;;nouvelle;;;OS;
2015;1305;J5;IIc;-10.852;5.252;-1.994;FAUNE;;;2,1;NA;;;18;us18;NA;NA;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;US18;9.EJOP;NO. 1305;1305;1305;;;;OS;;UNG3/4;;;;NID;;;;;;FR;;;;;;;;;;;;;;;20;;;;;;;;;;;;;;;;;;;;;;;;;;19540;;;nouvelle;;;OS;
2015;1306;J5;IIa;-10.699;5.053;-1.988;FAUNE;;;3,7;2;346;3;18;us18;NA;NA;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;US18;9.EJOP;NO. 1306;1306;1306;;;;OS;;MAM;;;;17.RIB;;;;;;SH;FR;;;;;;;;;;;;;;37;;;;;;;;;;;;;;;;;;;;;;;;;;19541;;;nouvelle;;S;OS;
2015;1307;J5;IIa;-10.708;5.181;-1.988;SILEX;;;2,3;NA;;;18;us18;NA;INDET;;Santonien;Patiné et lustré;2;;;Rug. érodé;100;;Eclat d'entame;;Mésial;;;;;;;;;;;;;22,39;18,32;6,02;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2015;1308;J5;IIb;-10.771;5.193;-1.987;SILEX;;;3,2;NA;;;18;us18;NA;INDET;;Santonien;Patiné et lustré;2;;;;0;;Eclat non cortical;;Mésial;;;;;Laminaire;Unipolaire;;;;;;pan revers?;31,71;18,52;8,45;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2015;1309;J5;IIc;-10.858;5.289;-1.996;SILEX;;;5,8;2;305;6;18;us18;CP;CHATEL;;Santonien;Patiné et lustré;2;1;2;;0;;Lame;Plein débitage;;Directe tendre minéral;Lisse abrasé;;;Laminaire;Unipolaire;;;;;;;58,13;18;7,34;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2015;1310;J5;Ib;-10.345;5.074;-2.016;SILEX;;;4,4;NA;;;18;us18;NA;INDET;;Turonien supérieur;Patiné, lustré et ébréché;3;;;;0;;Eclat non cortical;;;Directe dur;Lisse;;;;;;;;;;;42,9;26,34;8,59;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2015;1311;J5;Ib;-10.311;5.235;-2.024;FAUNE;;;2;NA;;;18;us18;NA;NA;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;US18;9.EJOP;NO. 1311;1311;1311;;880;SEC;;;;;;;;;;;;;;;;;;;;;;;;;;;;21;16;;;;;;;;;;;;;;;;;;;;;;;;;19542;;;nouvelle;;;OS;
2015;1312;J5;Ib;-10.472;5.168;-2.022;SILEX;;;3,4;NA;;;18;us18;NA;INDET;;Santonien;Patiné et lustré;2;;;Rug. érodé;25;Gauche;Eclat débordant l.s;;Distal;;;;;;;;;;;;;33,84;19,52;8,71;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2015;1313;J5;IIIc;-10.978;5.855;-2.012;FAUNE;;;4,2;NA;;;18;us18;NA;NA;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;US18;9.EJOP;NO. 1313;1313;1313;;;;OS;;UNG2?;;;;NID;;;;;;FR;;;;;;;;;;;;;;;42;;;;;;;;;;;;;;;;;;;;;;;;;;19543;;;nouvelle;;;OS;
2015;1314;J5;IIIb;-10.945;5.652;-2.006;FAUNE;;;7,8;1;79;25;18;us18;NA;NA;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;US18;9.EJOP;NO. 1314;1314;1314;;;;OS;;UNG3/4;;;;LBN;;;;;;SH;FR;;;;;;;;;;;;;;75;;;;;;;;;;;;;;;;;;;;;;;;;;19544;;;nouvelle;;;OS;
2015;1315;J5;IIa;-10.58;5.229;-2.003;FAUNE;;;2,2;NA;;;18;us18;NA;NA;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;US18;9.EJOP;NO. 1315;1315;1315;;;;OS;;RANG;;;;17.RIB;;;;;;SH;FR;;;;;;;;;;;;;;22;8;1;1;;SOM;100;;;;;;;;;;;;;;;;;;;;19545;;;nouvelle;;S;OS;
2015;1316;J5;IId;-10.641;5.275;-2.002;FAUNE;;;2;NA;;;18;us18;NA;NA;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;US18;9.EJOP;NO. 1316;1316;1316;;;;OS;;MAM;;;;NID;;;;;;FR;;;;;;;;;;;;;;;18;;;;;;;;;;;;;;;;;;;;;;;;;;19546;;;nouvelle;;;OS;
2015;1317;J5;IIa;-10.721;5.239;-2.001;FAUNE;;;2,7;NA;;;18;us18;NA;NA;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;US18;9.EJOP;NO. 1317;1317;1317;;;;OS;;MAM;;;;17.RIB;;;;;;SH;FR;;;;;;;;;;;;;;27;;;;;;;;;;;;;;;;;;;;;;;;;;19547;;;nouvelle;;S;OS;
2015;1318;J5;IIc;-10.941;5.384;-2.006;FAUNE;;;3,9;NA;;;18;us18;NA;NA;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;US18;9.EJOP;NO. 1318;1318;1318;;;;TTH;;GMAM;;;;TTH;;;;;;C?;ROOT;;;;;;;;;;;;;;34;;;;;;;;;;;;;;;;;;;;;;;;;;19548;;;nouvelle;;;OS;
2015;1319;J5;IIb;-10.959;5.046;-1.987;FAUNE;;;2,7;NA;;;18;us18;NA;NA;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;US18;9.EJOP;NO. 1319;1319;1319;;;;OS;;MAM;;;;NID;;;;;;FR;;;;;;;;;;;;;;;28;;;;;;;;;;;;;;;;;;;;;;;;;;19549;;;nouvelle;;;OS;
2015;1320;J5;IIb;-10.899;5.131;-1.995;SILEX;;;6;NA;;;18;us18;MST;PM;;Santonien;Patiné et lustré;2;;;Rug. érodé;2550;Droit;Eclat débordant l.s;talon débordant;;Directe dur;Lisse;;;;;Denticulé;Denticulé;;;;denticulé ou nucleus à éclat sur éclat?;58,28;37,46;19,69;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2015;1321;J5;IIb;-10.935;5.158;-1.992;SILEX;;;2,6;NA;;;18;us18;NA;INDET;;Santonien;Frais;1;;;;0;;Débris;;;;;;;indéterminé;;;;;;;;24,44;12;9,42;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2015;1322;J5;IIb;-10.862;5.145;-2.001;SILEX;;;2,5;NA;;;18;us18;MST;PM;;Santonien;Frais;1;;;;0;;Eclat débordant l.s;;;Directe dur;Lisse;;;;;;;;;;disco?;24,9;22,9;6,92;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2015;1323;J5;IId;-10.695;5.267;-1.998;FAUNE;;;9,2;2;234;6;18;us18;NA;NA;;;;;;;;;;;;;;;;;;;;;;;;rang rib;;;;;;US18;9.EJOP;NO. 1323;1323;1323;;;;OS;;CAB;;;;17.RIB;;;;;;SH;FR;;;;;;;;;;;;;;70;11;1;1;;SOM;100;;;;;;;;;;;;;;;;;;;;19550;;;nouvelle;;S;OS;
2015;1324;J5;IVc;-10.49;5.889;-2.026;FAUNE;;;3,1;NA;;;18;us18;NA;NA;;;;;;;;;;;;;;;;;;;;;;;;BB MAN;;;;;;US18;9.EJOP;NO. 1324;1324;1324;;;;OS;;UNG3/4;;;;10.MAN;;;;;;FR;;;;;;;;;;;;;;;32;;;;;;;;;;;;;;;;;;;;;;;;;;19551;;;nouvelle;;;OS;
2015;1325;J5;IVc;-10.39;5.765;-2.029;SILEX;;;4;NA;;;18;us18;NA;INDET;;Santonien;Frais;1;;;Rug. érodé;2550;Proximal;Eclat cortical;<50%;;Directe dur;Lisse;;;;;;;;;;;25,93;40,37;11,22;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2015;1326;J5;IVb;-10.343;5.743;-2.037;SILEX;;;4,7;NA;;;18;us18;MST;PM;;Santonien;Frais;1;;;Rug. érodé;25;Distal;Pointe pseudo-Levallois;;;Directe dur;Lisse;;;discoïde;Indéterminé;;;;;;disco;49,85;49,59;16,51;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2015;1327;J5;IVb;-10.317;5.64;-2.04;SILEX;;;2,3;NA;;;18;us18;NA;INDET;;Turonien supérieur;Frais;1;;;Rug. érodé;2550;Gauche;Eclat cortical;<50%;Mésial;;;;;Laminaire;Unipolaire;;;;;;;23,97;16,13;8,81;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2015;1328;J5;IVb;-10.443;5.629;-2.032;FAUNE;;;4,7;NA;;;18;us18;NA;NA;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;US18;9.EJOP;NO. 1328;1328;1328;;;;OS;;UNG3/4;;;;LBN;;;;;;SH;FR;;;;;;;;;;;;;;47;;;;;;;;;;;;;;;;;;;;;;;;;;19552;;;nouvelle;;;OS;
2015;1329;J5;Ic;-10.393;5.468;-2.031;SILEX;;;5,1;NA;;;18;us18;NA;INDET;;Santonien;Frais;1;;;Rug. érodé;25;Distal;Eclat cortical;<50%;;Directe dur;Lisse;;;;;;;;;;;49;32,76;6,84;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2015;1330;J5;Ic;-10.27;5.442;-2.041;SILEX;;;2,9;NA;;;18;us18;NA;INDET;;Santonien;Patiné et lustré;2;;;;0;;Eclat non cortical;;Mésial;;;;;;;;;;;;;21,91;25,22;5,38;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2015;1331;J5;Ic;-10.342;5.286;-2.019;FAUNE;;;2,5;NA;;;18;us18;NA;NA;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;US18;9.EJOP;NO. 1331;1331;1331;;;;OS;;UNG2;;;;17.RIB;;;;;;SH;FR;;;;;;;;;;;;;;22;;;;;;;;;;;;;;;;;;;;;;;;;;19553;;;nouvelle;;S;OS;
2015;1332;J5;Ib;-10.349;5.152;-2.021;SILEX;;;3,6;NA;;;18;us18;NA;INDET;;Santonien;Patiné, lustré et ébréché;3;;;Rug. érodé;25;Distal;Eclat cortical;<50%;;;;;;;;;;;;;;38,49;25,62;4,21;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2015;1333;J5;Ib;-10.363;5.081;-2.04;SILEX;;;2,6;NA;;;18;us18;NA;INDET;;Santonien;Patiné et lustré;2;;;;0;;Eclat non cortical;;Proximal;Directe dur;Lisse;;;;;;;;;;;19,94;25,94;5,37;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2015;1334;J5;Ib;-10.317;5.036;-2.031;SILEX;;;4,3;NA;;;18;us18;NA;INDET;;Santonien;Frais;1;;;;0;;Eclat non cortical;;Distal;;;;;;;Racloir;Racloir simple;distal gauche;;;quelques retouches épaisses sur bord gauche… racloir simple ?;26,93;37,31;7,48;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2015;1335;J5;Ib;-10.3;5.168;-2.043;FAUNE;;;9,7;1;88;9;18;us18;NA;NA;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;US18;9.EJOP;NO. 1335;1335;1335;;;;OS;;UNG2;;;;RUL?;;;;;;SH;FR;;;;;;;;;;;;;;95;;;;;;;;;;;;;;;;;;;;;;;;;;19554;;;nouvelle;;;OS;
2015;1336;J5;Ib;-10.291;5.247;-2.024;FAUNE;;;6,1;1;76;10;18;us18;NA;NA;;;;;;;;;;;;;;;;;;;;;;;;remonte avec 1337?;;;;;;US18;9.EJOP;NO. 1336;1336;1336;;;;OS;;UNG;;;;17.RIB;;;;;;SH;FR;;;;;;;;;;;;;;55;;;;;;;;;;;;;;;;;;;;;;;;;;19555;;;nouvelle;;S;OS;
